2.244030355144488453e+01,5.758882408083073612e-01,1.665365916705530136e-02,6.232690791601580571e-01,4.690237910793627840e+00,-1.277572097757879166e-01,3.770059606614217795e-01,2.995504021912407944e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.244530350547514530e+01,5.758882408083073612e-01,1.665365916705530136e-02,6.232690791601580571e-01,4.690237910793626952e+00,-1.277572097757884717e-01,3.770059606614211134e-01,2.995504021912406833e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.245030345950540607e+01,5.763871502725773643e-01,1.663545145171026196e-02,6.232419487996212482e-01,4.690987105487089970e+00,-1.305493851393135230e-01,3.705712777481927622e-01,2.995480027773195220e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.245530341353566683e+01,5.764394016311781277e-01,1.663385680187057236e-02,6.232393726219516150e-01,4.691044661825373829e+00,-1.307638919840352909e-01,3.700769379060274700e-01,2.995504021912354098e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.246030336756592760e+01,5.764394016311781277e-01,1.663385680187057236e-02,6.232393726219516150e-01,4.691044661825371165e+00,-1.307638919840357072e-01,3.700769379060260267e-01,2.995504021912353543e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.246530332159618837e+01,5.764394016311781277e-01,1.663385680187057236e-02,6.232393726219516150e-01,4.691044661825368500e+00,-1.307638919840360681e-01,3.700769379060248054e-01,2.995504021912352433e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.247030327562644914e+01,5.764394016311781277e-01,1.663385680187057236e-02,6.232393726219516150e-01,4.691044661825365836e+00,-1.307638919840364566e-01,3.700769379060232511e-01,2.995504021912351877e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.247530322965670990e+01,5.764394016311781277e-01,1.663385680187057236e-02,6.232393726219516150e-01,4.691044661825363171e+00,-1.307638919840367064e-01,3.700769379060218633e-01,2.995504021912350767e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.248030318368697067e+01,5.764394016311781277e-01,1.663385680187057236e-02,6.232393726219516150e-01,4.691044661825362283e+00,-1.307638919840369840e-01,3.700769379060206976e-01,2.995504021912350767e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.248530313771723144e+01,5.770087487987489716e-01,1.667076366606572158e-02,6.230521642945515692e-01,4.691588247392831867e+00,-1.345736007062858786e-01,3.598403291737097831e-01,2.995461660448604513e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.249030309174749220e+01,5.771062123577909153e-01,1.667794603437422474e-02,6.230166604450193546e-01,4.691672495012539912e+00,-1.351640484864576053e-01,3.582538081708886990e-01,2.995504021912259174e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.249530304577775297e+01,5.771062123577909153e-01,1.667794603437422474e-02,6.230166604450193546e-01,4.691672495012537247e+00,-1.351640484864581049e-01,3.582538081708878663e-01,2.995504021912257508e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.250030299980801374e+01,5.771062123577909153e-01,1.667794603437422474e-02,6.230166604450193546e-01,4.691672495012534583e+00,-1.351640484864586045e-01,3.582538081708870337e-01,2.995504021912255843e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.250530295383827450e+01,5.771062123577909153e-01,1.667794603437422474e-02,6.230166604450193546e-01,4.691672495012532806e+00,-1.351640484864588820e-01,3.582538081708862010e-01,2.995504021912254733e-01,0.000000000000000000e+00,0.000000000000000000e+00
