3.139104613442039948e+00,4.888262133417220490e-01,-4.803799312835810298e-03,5.549570137349091326e-01,4.694843045081436017e+00,3.719590849808296906e-01,7.169554183084864141e-02,3.355502144608560888e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.144104572597172798e+00,4.888262133417220490e-01,-4.803799312835810298e-03,5.549570137349091326e-01,4.694843045081435129e+00,3.719590849808296351e-01,7.169554183084850263e-02,3.355502144608560333e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.149104531752305647e+00,4.888262133417220490e-01,-4.803799312835810298e-03,5.549570137349091326e-01,4.694843045081433353e+00,3.719590849808295241e-01,7.169554183084812793e-02,3.355502144608559223e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.154104490907438496e+00,4.888262133417220490e-01,-4.803799312835810298e-03,5.549570137349091326e-01,4.694843045081433353e+00,3.719590849808294686e-01,7.169554183084791976e-02,3.355502144608558668e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.159104450062571345e+00,4.888262133417220490e-01,-4.803799312835810298e-03,5.549570137349091326e-01,4.694843045081431576e+00,3.719590849808294686e-01,7.169554183084768384e-02,3.355502144608557558e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.164104409217704195e+00,4.882116792385089443e-01,-5.070084510454694882e-03,5.552481274748302109e-01,4.693658159798189011e+00,3.781062091941008174e-01,8.230803327386233825e-02,3.355564630800523251e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.169104368372837044e+00,4.880524810270463476e-01,-5.140080767126686823e-03,5.553235690269816560e-01,4.693366339406840559e+00,3.796201584505748405e-01,8.492173896323262916e-02,3.355502144608583648e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.174104327527969893e+00,4.880524810270463476e-01,-5.140080767126686823e-03,5.553235690269816560e-01,4.693366339406838783e+00,3.796201584505740634e-01,8.492173896323187976e-02,3.355502144608583648e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.179104286683102742e+00,4.880524810270463476e-01,-5.140080767126686823e-03,5.553235690269816560e-01,4.693366339406837895e+00,3.796201584505734528e-01,8.492173896323101934e-02,3.355502144608583093e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.184104245838235592e+00,4.880524810270463476e-01,-5.140080767126686823e-03,5.553235690269816560e-01,4.693366339406837007e+00,3.796201584505727311e-01,8.492173896323021443e-02,3.355502144608582538e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.189104204993368441e+00,4.880524810270463476e-01,-5.140080767126686823e-03,5.553235690269816560e-01,4.693366339406836119e+00,3.796201584505723425e-01,8.492173896322960380e-02,3.355502144608581983e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.194104164148501290e+00,4.873593245228642901e-01,-5.363436948934666160e-03,5.555273471311679145e-01,4.692101638260829155e+00,3.863472126894129111e-01,9.801898970682415557e-02,3.355551005024303146e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.199104123303634140e+00,4.871574337707555991e-01,-5.429533957270082922e-03,5.555868649236569423e-01,4.691748249467708298e+00,3.882269180935135067e-01,1.016786856342709461e-01,3.355502144608621951e-01,0.000000000000000000e+00,0.000000000000000000e+00
