1.605677604675292969e-02,3.908145141601560226e+02,1.000082473754879970e+02,7.564959106445310226e+02,7.595087917356690976e-01,-3.318346082847010603e+00,-1.781108579928416813e-01
6.490302085876464844e-02,3.908145141601560226e+02,1.000082778930659941e+02,7.564959106445310226e+02,7.595088695354274000e-01,-3.318345974912186414e+00,-1.781110315816050449e-01
1.150445938110351562e-01,3.908145141601560226e+02,1.000082778930659941e+02,7.564959106445310226e+02,7.595088942397398846e-01,-3.318346082847010603e+00,-1.781110373749680842e-01
1.663718223571777344e-01,3.908145141601560226e+02,1.000082626342770027e+02,7.564959106445310226e+02,7.595087917356690976e-01,-3.318346082847010603e+00,-1.781110245619590415e-01
2.150294780731201172e-01,3.908145141601560226e+02,1.000082778930659941e+02,7.564959106445310226e+02,7.595089454917752780e-01,-3.318345877838869029e+00,-1.781110245619590415e-01
2.650701999664306641e-01,3.908145141601560226e+02,1.000082778930659941e+02,7.564959106445310226e+02,7.595092017519557981e-01,-3.318345877838869029e+00,-1.781109989359409840e-01
3.139646053314208984e-01,3.908145141601560226e+02,1.000082778930659941e+02,7.564959106445310226e+02,7.595091770476333215e-01,-3.318345769904051501e+00,-1.781109931425792214e-01
3.649845123291015625e-01,3.908145141601560226e+02,1.000082550048829972e+02,7.564959106445310226e+02,7.595091074826584299e-01,-3.318345913817143167e+00,-1.781109880540525103e-01
4.152286052703857422e-01,3.908145141601560226e+02,1.000082550048829972e+02,7.564959106445310226e+02,7.595091074826584299e-01,-3.318345913817143167e+00,-1.781109880540525103e-01
4.660222530364990234e-01,3.908145141601560226e+02,1.000082626342770027e+02,7.564959106445310226e+02,7.595092099867305491e-01,-3.318345913817143167e+00,-1.781109752410433289e-01
5.153007507324218750e-01,3.908145141601560226e+02,1.000082778930659941e+02,7.564959106445310226e+02,7.595092530039947443e-01,-3.318345877838869029e+00,-1.781109861229319691e-01
5.650174617767333984e-01,3.908145141601560226e+02,1.000082244873050001e+02,7.564959106445310226e+02,7.595091340303733451e-01,-3.318345805882324751e+00,-1.781109438216648411e-01
6.158266067504882812e-01,3.908145141601560226e+02,1.000082244873050001e+02,7.564959106445310226e+02,7.595091340303733451e-01,-3.318345805882324751e+00,-1.781109822606910809e-01
6.651027202606201172e-01,3.908145141601560226e+02,1.000082015991209943e+02,7.564959106445310226e+02,7.595090315263047787e-01,-3.318345805882324751e+00,-1.781109694476823713e-01
7.151346206665039062e-01,3.908145141601560226e+02,1.000082321166990056e+02,7.564959106445310226e+02,7.595091340303733451e-01,-3.318345805882324751e+00,-1.781109822606910809e-01
7.663238048553466797e-01,3.908145141601560226e+02,1.000082702636720029e+02,7.564959106445310226e+02,7.595093637428418365e-01,-3.318345913817143167e+00,-1.781110777451166693e-01
8.150563240051269531e-01,3.908145141601560226e+02,1.000082321166990056e+02,7.564959106445310226e+02,7.595092365344454644e-01,-3.318345805882324751e+00,-1.781109694476823713e-01
8.644595146179199219e-01,3.908145446777339771e+02,1.000082244873050001e+02,7.564959106445310226e+02,7.595092099867305491e-01,-3.318345913817143167e+00,-1.781109752410433289e-01
9.155828952789306641e-01,3.908145446777339771e+02,1.000082244873050001e+02,7.564959106445310226e+02,7.595091074826584299e-01,-3.318345913817143167e+00,-1.781109880540525103e-01
9.649257659912109375e-01,3.908145141601560226e+02,1.000082015991209943e+02,7.564959106445310226e+02,7.595090315263047787e-01,-3.318345805882324751e+00,-1.781109694476823713e-01
1.019805192947387695e+00,3.908030700683589771e+02,1.000089492797849999e+02,7.565065917968750000e+02,7.595428481414354671e-01,-3.318363486382752026e+00,-1.781206619448195416e-01
1.066406011581420898e+00,3.908041076660160229e+02,1.000088577270509944e+02,7.565057373046879547e+02,7.595354734088083370e-01,-3.318362874041622224e+00,-1.781220950455060514e-01
1.115169525146484375e+00,3.908066101074219887e+02,1.000090179443359943e+02,7.565037231445310226e+02,7.595322265078534585e-01,-3.318358613591006367e+00,-1.781216630009742063e-01
1.164838075637817383e+00,3.908067932128910229e+02,1.000090026855470029e+02,7.565036010742189774e+02,7.595320169468025018e-01,-3.318358350876680074e+00,-1.781211125579577337e-01
