0.000000000000000000e+00,5.963581627893450587e-01,-2.873522434770380274e-01,6.011114765059490939e-01,3.096406161445112382e+00,1.059003468496756833e-01,3.044169335407637678e-01,0.000000000000000000e+00
5.089998245239257812e-03,5.963581627893450587e-01,-2.873522434770380274e-01,6.011114765059490939e-01,3.096406161445111938e+00,1.059003468496756695e-01,3.044169335407638788e-01,0.000000000000000000e+00
1.049399375915527344e-02,5.963581627893450587e-01,-2.873522434770380274e-01,6.011114765059490939e-01,3.096406161445111938e+00,1.059003468496756556e-01,3.044169335407637123e-01,0.000000000000000000e+00
1.532506942749023438e-02,5.963581627893450587e-01,-2.873522434770380274e-01,6.011114765059490939e-01,3.096406161445111493e+00,1.059003468496756556e-01,3.044169335407636012e-01,0.000000000000000000e+00
2.114796638488769531e-02,5.963581627893450587e-01,-2.873522434770380274e-01,6.011114765059490939e-01,3.096406161445111493e+00,1.059003468496756417e-01,3.044169335407636012e-01,0.000000000000000000e+00
2.547597885131835938e-02,5.963581627893450587e-01,-2.873522434770380274e-01,6.011114765059490939e-01,3.096406161445111493e+00,1.059003468496756417e-01,3.044169335407634347e-01,0.000000000000000000e+00
3.046703338623046875e-02,5.964804695423127079e-01,-2.876701162000649958e-01,6.010996529853170900e-01,3.102822569419892762e+00,1.051775193604891911e-01,3.019051828290557626e-01,0.000000000000000000e+00
3.528904914855957031e-02,5.964804695423127079e-01,-2.876701162000649958e-01,6.010996529853170900e-01,3.102822569419892762e+00,1.051775193604891495e-01,3.019051828290558182e-01,0.000000000000000000e+00
4.243397712707519531e-02,5.964804695423127079e-01,-2.876701162000649958e-01,6.010996529853170900e-01,3.102822569419892762e+00,1.051775193604891356e-01,3.019051828290557626e-01,0.000000000000000000e+00
4.769992828369140625e-02,5.964804695423127079e-01,-2.876701162000649958e-01,6.010996529853170900e-01,3.102822569419892762e+00,1.051775193604890662e-01,3.019051828290556516e-01,0.000000000000000000e+00
5.010509490966796875e-02,5.964804695423127079e-01,-2.876701162000649958e-01,6.010996529853170900e-01,3.102822569419892318e+00,1.051775193604890662e-01,3.019051828290556516e-01,0.000000000000000000e+00
