1.605677604675292969e-02,3.908145141601560013e-01,1.000082473754879964e-01,7.564959106445310333e-01,7.595087917356690976e-01,-3.318346082847010603e+00,-1.781108579928416813e-01
6.490302085876464844e-02,3.908145141601560013e-01,1.000082778930659888e-01,7.564959106445310333e-01,7.595088695354274000e-01,-3.318345974912186414e+00,-1.781110315816050449e-01
1.150445938110351562e-01,3.908145141601560013e-01,1.000082778930659888e-01,7.564959106445310333e-01,7.595088942397398846e-01,-3.318346082847010603e+00,-1.781110373749680842e-01
1.663718223571777344e-01,3.908145141601560013e-01,1.000082626342770065e-01,7.564959106445310333e-01,7.595087917356690976e-01,-3.318346082847010603e+00,-1.781110245619590415e-01
2.150294780731201172e-01,3.908145141601560013e-01,1.000082778930659888e-01,7.564959106445310333e-01,7.595089454917752780e-01,-3.318345877838869029e+00,-1.781110245619590415e-01
2.650701999664306641e-01,3.908145141601560013e-01,1.000082778930659888e-01,7.564959106445310333e-01,7.595092017519557981e-01,-3.318345877838869029e+00,-1.781109989359409840e-01
3.139646053314208984e-01,3.908145141601560013e-01,1.000082778930659888e-01,7.564959106445310333e-01,7.595091770476333215e-01,-3.318345769904051501e+00,-1.781109931425792214e-01
3.649845123291015625e-01,3.908145141601560013e-01,1.000082550048830010e-01,7.564959106445310333e-01,7.595091074826584299e-01,-3.318345913817143167e+00,-1.781109880540525103e-01
4.152286052703857422e-01,3.908145141601560013e-01,1.000082550048830010e-01,7.564959106445310333e-01,7.595091074826584299e-01,-3.318345913817143167e+00,-1.781109880540525103e-01
4.660222530364990234e-01,3.908145141601560013e-01,1.000082626342770065e-01,7.564959106445310333e-01,7.595092099867305491e-01,-3.318345913817143167e+00,-1.781109752410433289e-01
5.153007507324218750e-01,3.908145141601560013e-01,1.000082778930659888e-01,7.564959106445310333e-01,7.595092530039947443e-01,-3.318345877838869029e+00,-1.781109861229319691e-01
5.650174617767333984e-01,3.908145141601560013e-01,1.000082244873049947e-01,7.564959106445310333e-01,7.595091340303733451e-01,-3.318345805882324751e+00,-1.781109438216648411e-01
6.158266067504882812e-01,3.908145141601560013e-01,1.000082244873049947e-01,7.564959106445310333e-01,7.595091340303733451e-01,-3.318345805882324751e+00,-1.781109822606910809e-01
6.651027202606201172e-01,3.908145141601560013e-01,1.000082015991209938e-01,7.564959106445310333e-01,7.595090315263047787e-01,-3.318345805882324751e+00,-1.781109694476823713e-01
7.151346206665039062e-01,3.908145141601560013e-01,1.000082321166990001e-01,7.564959106445310333e-01,7.595091340303733451e-01,-3.318345805882324751e+00,-1.781109822606910809e-01
7.663238048553466797e-01,3.908145141601560013e-01,1.000082702636719972e-01,7.564959106445310333e-01,7.595093637428418365e-01,-3.318345913817143167e+00,-1.781110777451166693e-01
8.150563240051269531e-01,3.908145141601560013e-01,1.000082321166990001e-01,7.564959106445310333e-01,7.595092365344454644e-01,-3.318345805882324751e+00,-1.781109694476823713e-01
8.644595146179199219e-01,3.908145446777339660e-01,1.000082244873049947e-01,7.564959106445310333e-01,7.595092099867305491e-01,-3.318345913817143167e+00,-1.781109752410433289e-01
9.155828952789306641e-01,3.908145446777339660e-01,1.000082244873049947e-01,7.564959106445310333e-01,7.595091074826584299e-01,-3.318345913817143167e+00,-1.781109880540525103e-01
9.649257659912109375e-01,3.908145141601560013e-01,1.000082015991209938e-01,7.564959106445310333e-01,7.595090315263047787e-01,-3.318345805882324751e+00,-1.781109694476823713e-01
1.019805192947387695e+00,3.908030700683589598e-01,1.000089492797850005e-01,7.565065917968749609e-01,7.595428481414354671e-01,-3.318363486382752026e+00,-1.781206619448195416e-01
1.066406011581420898e+00,3.908041076660160318e-01,1.000088577270509954e-01,7.565057373046879530e-01,7.595354734088083370e-01,-3.318362874041622224e+00,-1.781220950455060514e-01
1.115169525146484375e+00,3.908066101074220144e-01,1.000090179443359900e-01,7.565037231445310706e-01,7.595322265078534585e-01,-3.318358613591006367e+00,-1.781216630009742063e-01
1.164838075637817383e+00,3.908067932128910238e-01,1.000090026855470077e-01,7.565036010742189898e-01,7.595320169468025018e-01,-3.318358350876680074e+00,-1.781211125579577337e-01
1.214408636093139648e+00,3.908088989257810231e-01,1.000090713500979972e-01,7.565018920898439747e-01,7.595285311351345214e-01,-3.318354856861334579e+00,-1.781205276506171165e-01
1.265604734420776367e+00,3.908102416992189632e-01,1.000091247558590052e-01,7.565007934570310288e-01,7.595266706679478785e-01,-3.318352679811772621e+00,-1.781196382393441524e-01
1.315037012100219727e+00,3.908123474121089624e-01,1.000094223022459927e-01,7.564974365234379272e-01,7.595238376133163216e-01,-3.318346177888814363e+00,-1.781189339358926482e-01
1.364784717559814453e+00,3.908142395019529869e-01,1.000096359252929945e-01,7.564959106445310333e-01,7.595217502658888620e-01,-3.318342561730320384e+00,-1.781184285499725906e-01
1.414860963821411133e+00,3.908164672851560106e-01,1.000099105834959951e-01,7.564940185546880080e-01,7.595193874888785945e-01,-3.318338600060315002e+00,-1.781175366599432319e-01
1.466194152832031250e+00,3.908190612792969976e-01,1.000101699829099994e-01,7.564918823242189339e-01,7.595166385471204817e-01,-3.318333846892146166e+00,-1.781165510354020265e-01
1.515013456344604492e+00,3.908221740722660487e-01,1.000108642578129980e-01,7.564893188476560226e-01,7.595142100297622711e-01,-3.318327992694201090e+00,-1.781155868098556749e-01
1.564793109893798828e+00,3.908268127441410500e-01,1.000114822387700025e-01,7.564855346679689729e-01,7.595098900082902782e-01,-3.318319396781177932e+00,-1.781137138850813761e-01
1.615158081054687500e+00,3.908321228027339944e-01,1.000125579833980038e-01,7.564810791015629254e-01,7.595058593414920622e-01,-3.318309135136188637e+00,-1.781123171350163792e-01
1.664726257324218750e+00,3.908392333984380129e-01,1.000141448974609937e-01,7.564750976562499840e-01,7.595011499265365007e-01,-3.318295160539404876e+00,-1.781107411467072743e-01
1.715113162994384766e+00,3.908478698730469825e-01,1.000159683227540008e-01,7.564678344726559756e-01,7.594950634594894723e-01,-3.318278228642479899e+00,-1.781088599179613541e-01
1.766169071197509766e+00,3.908564147949220025e-01,1.000175933837890024e-01,7.564606933593750471e-01,7.594881799366186570e-01,-3.318261620812343882e+00,-1.781072010977223230e-01
1.819685697555541992e+00,3.908659057617189792e-01,1.000197067260740064e-01,7.564527587890629290e-01,7.594820260895751574e-01,-3.318243012924686486e+00,-1.781048363650403754e-01
1.864408969879150391e+00,3.908750610351560129e-01,1.000214920043950018e-01,7.564439086914059862e-01,7.594741592526677021e-01,-3.318223581397083066e+00,-1.781030606801957128e-01
1.915559768676757812e+00,3.908863525390630089e-01,1.000240707397459933e-01,7.564343872070310448e-01,7.594668409914620000e-01,-3.318201153577385210e+00,-1.781009978695857754e-01
1.964025497436523438e+00,3.908978271484380151e-01,1.000264358520509961e-01,7.564248046874999520e-01,7.594580815288043407e-01,-3.318178884432484654e+00,-1.780988703357101188e-01
2.014386892318725586e+00,3.909119567871089940e-01,1.000293655395509962e-01,7.564129638671879263e-01,7.594477725465853535e-01,-3.318151298782890724e+00,-1.780960967693391017e-01
2.064773082733154297e+00,3.909328002929689516e-01,1.000339660644530004e-01,7.563954467773439383e-01,7.594339100681616328e-01,-3.318110123258226185e+00,-1.780914440819179045e-01
2.114850282669067383e+00,3.909611206054690036e-01,1.000402374267579941e-01,7.563695678710939951e-01,7.594134697797539912e-01,-3.318051172378186919e+00,-1.780869186046183106e-01
2.164660453796386719e+00,3.909915161132810346e-01,1.000471649169920041e-01,7.563439941406250311e-01,7.593932119168450567e-01,-3.317991002066084327e+00,-1.780820843250024987e-01
2.215331792831420898e+00,3.910254211425779891e-01,1.000546112060549941e-01,7.563146972656249467e-01,7.593695843594927553e-01,-3.317922839966302107e+00,-1.780760211955250694e-01
2.264467477798461914e+00,3.910597229003910380e-01,1.000624542236329961e-01,7.562857666015629921e-01,7.593469958679989196e-01,-3.317854776016517349e+00,-1.780709334462046434e-01
2.315263509750366211e+00,3.910861511230470100e-01,1.000683822631839998e-01,7.562634887695309782e-01,7.593292017165009788e-01,-3.317802626092004381e+00,-1.780663982828736280e-01
